expression_sample,clinical_sample,position,match_type,hash_signature
F1745,GSM2530027,1744,positional,7ea745bc76a4efd950a68ce6023e6533
F1746,GSM2530028,1745,positional,c778fbf3f36d65fa151efb4dfe916249
F1747,GSM2530029,1746,positional,778b498b934d1c2f57ae0eae6db4a963
F1748,GSM2530030,1747,positional,3c01f259ddba7eefa0348887a9fd592d
F1749,GSM2530031,1748,positional,37a43310ed488c6560c069a554186fea
F1750,GSM2530033,1749,positional,8baa8a825ef9545978b49b163a84a245
F1751,GSM2530040,1750,positional,e151aabcf25d675671d0ccaffbedf243
F1752,GSM2530042,1751,positional,d64c2092847b14326949b524b74946da
F1753,GSM2530043,1752,positional,955d0e9d697b28d4379bbc66d2bfa15d
F1754,GSM2530044,1753,positional,a8a405853f103398f66fe2b7e0db2939
F1755,GSM2530045,1754,positional,cfebfa5ad6a7060ad6ebc53b06f3ee7e
F1756,GSM2530046,1755,positional,0a117aad0e14e242b845c5e597bca4fe
F1757,GSM2530047,1756,positional,841b36c53c2dd6e79454196087999be1
F1758,GSM2530049,1757,positional,06846ceb18b176dece08a0675d0f6154
F1759,GSM2530050,1758,positional,f34e808a4e084ae3c10c23228744043e
F1760,GSM2530051,1759,positional,d2bcc80a79ab1fd85d0b1874bd72a5b0
F1761,GSM2530052,1760,positional,2b30ef78ecc1719eeeb7da0244a11873
F1762,GSM2530053,1761,positional,8a5434b5ecbb0cb2c7bbf62aed000a02
F1763,GSM2530059,1762,positional,ac02f9803c45b5bf98f9dee9771185e6
F1764,GSM2530064,1763,positional,f3010f90e9caff809278e0e22643aff7
F1765,GSM2530065,1764,positional,320423866332427599e12c9950763c46
F1766,GSM2530066,1765,positional,3281fa2f3edbecd2a12ed83bed69a1f7
F1767,GSM2530068,1766,positional,872ca525e86c950d9c19dfc22c98699c
F1768,GSM2530069,1767,positional,a33396fd697a7c73437ab60e0f4a7856
F1769,GSM2530070,1768,positional,d7abc644f580427da6c599e24c9ea9c4
F1770,GSM2530071,1769,positional,21c56b7baa4e72bbb38bcc69ee9742d0
F1771,GSM2530072,1770,positional,00c5b81b0e22da8fabdbcedde40424ec
F1772,GSM2530073,1771,positional,74940557d0359ab4b658d13eee01cee2
F1773,GSM2530074,1772,positional,d00f2c2dfb760cfb7a54a7e7034b6aa7
F1774,GSM2530075,1773,positional,130cacdb30306df5309e79f868006ed7
F1775,GSM2530076,1774,positional,6e76fd4d7b41f1d54a5bc72597a69f47
F1776,GSM2530077,1775,positional,ed71b25c5daa1c59828cb60193a9f865
F1777,GSM2530078,1776,positional,aa7d8451971fee5d9439566ddc811380
F1778,GSM2530079,1777,positional,4cf14a6f7c987588905818a398cfb47c
F1779,GSM2530080,1778,positional,ba71ef592de24995f26b68c3daa03983
F1780,GSM2530081,1779,positional,22aae073db963583454f19c653c2ef09
F1781,GSM2530082,1780,positional,b781d2a430461ba13710468ea435fe73
F1782,GSM2530083,1781,positional,d53c6b5bb3fb3de17e5d7ddaae744066
F1783,GSM2530084,1782,positional,90a600bde1174a28d1e522ed6663a187
F1784,GSM2530085,1783,positional,75088ceba138cade7187498f2dc032c5
F1785,GSM2530086,1784,positional,1c2bb0805d9aec5f05ec6a4fc8806005
F1786,GSM2530087,1785,positional,0cfe7f92fedef83e82338428cefc1496
F1787,GSM2530088,1786,positional,fe5c946948e304e36ac8a0dfa0109c03
F1788,GSM2530089,1787,positional,ae4d86584c1d6e7b926bb79bb43745f6
F1789,GSM2530090,1788,positional,a4ed173cd1ea7ca510178e1dcd696d19
F1790,GSM2530091,1789,positional,4d8b7cf8e78b6ec2a74f3d801b37ab71
F1791,GSM2530092,1790,positional,f6c4b154a6b606f98b8bd6c395e7eef3
F1792,GSM2530093,1791,positional,0de041e8a2e1fdb44e4ecfbed2a9c85e
F1793,GSM2530094,1792,positional,60737fcf57868419fd072d857d4b3719
F1794,GSM2530095,1793,positional,e328ddcf2b310749f6101c3bec3aab86
F1795,GSM2530096,1794,positional,2b4315b47eb1afc984f1b16937de0a4c
F1796,GSM2530097,1795,positional,b0587bf241a26bab1b3779ef2bde1ca1
F1797,GSM2530098,1796,positional,070a7e19bc9f206ab04f966f32c6a396
F1798,GSM2530099,1797,positional,3319e5425100a03a22d654610896a7e8
F1799,GSM2530100,1798,positional,004a7a8cdb585a025e8630a07d4804f0
F1800,GSM2530101,1799,positional,777755f5784cf90b6cd9a5d8a0df7969
F1801,GSM2530102,1800,positional,ae9eb14d029c8cc55333500334fde4bb
F1802,GSM2530103,1801,positional,38491912efcafbf056c95127413caba5
F1803,GSM2530104,1802,positional,4572a9d245b48fa9db0e7599604b1a05
F1804,GSM2530105,1803,positional,3bb1fa3ebf74992608423554f49580c5
F1805,GSM2530106,1804,positional,ad3a257e06553b43e2f3266294e72a1f
F1806,GSM2530107,1805,positional,bb7ae57c3a811903a32f17bab33feaf1
F1807,GSM2530108,1806,positional,73fd65c5443ee40bc3d48ea6fa950215
F1808,GSM2530109,1807,positional,7d7fc28e5e948fcb93535f69352d1b43
F1809,GSM2530110,1808,positional,e04e7bb6a0fe7590e9b282019e380180
F1810,GSM2530111,1809,positional,d49b40c50fb0f4e32bc0b8847f07eab9
F1811,GSM2530112,1810,positional,f21fff0ca1be600eb91af8d7416a3312
F1812,GSM2530113,1811,positional,6f9ccd205667e3a1f658cdef258f19cb
F1813,GSM2530115,1812,positional,e1a51744f3547a79ceef9caa37d75a4c
F1814,GSM2530118,1813,positional,de7be13b97ce5642e6ed589e3c5122cd
F1815,GSM2530120,1814,positional,b835be5da6395dfc90cca5c5a01c3be9
F1816,GSM2530122,1815,positional,1ae013c0713c71b58651787adb8a7c9d
F1817,GSM2530123,1816,positional,9de0735e2c6056412623db4d3b948440
F1818,GSM2530126,1817,positional,c41e9d7f0b2c0d5650b01973fedbfeeb
F1819,GSM2530127,1818,positional,c421d9e8ca1b22e8c842d67a7dee2f75
F1820,GSM2530128,1819,positional,819a2e8ae90e5035d3b040c3260bb82e
F1821,GSM2530130,1820,positional,cf83c3da26b9a9ed912a0e9bc32ff14e
F1822,GSM2530131,1821,positional,977ef2cef08ecf0d5b5cdc011321a210
F1823,GSM2530132,1822,positional,6e324eac3ee6b3d268e7867f1cfc0635
F1824,GSM2530133,1823,positional,b4d232aedba38623d55502ed0c6b73e8
F1825,GSM2530134,1824,positional,3a20b085ea763c2fe74015dcf72c8218
F1826,GSM2530135,1825,positional,6c080014c4a81f21a0193536213925d0
F1827,GSM2530136,1826,positional,7a235ed421bf8129fc5b6eb22e634621
F1828,GSM2530137,1827,positional,6cd301cf2b88d3ec5eb1c0a8a920e668
F1829,GSM2530138,1828,positional,d09300455ec0562724236e9ec4530333
F1830,GSM2530139,1829,positional,a990909c3a8fa2e4b81f8410a89f3c14
F1831,GSM2530140,1830,positional,beeb2657567ce582f92991eaaa5e8b95
F1832,GSM2530141,1831,positional,78852deb397bc064950cd58e959ee66f
F1833,GSM2530142,1832,positional,31bea32bd5895aab937682dba1632da5
F1834,GSM2530143,1833,positional,c5e11123d763cebcb3286f4503a89733
F1835,GSM2530144,1834,positional,e44077b96f1435d8918b77e3293cc2bf
F1836,GSM2530145,1835,positional,68ecb2f400a373489e89c314cf1bd43d
F1837,GSM2530146,1836,positional,99e95d486c8a5f06a26057a82e2eda7b
F1838,GSM2530147,1837,positional,65e13413f525f4ca592f9eceb60a1b81
F1839,GSM2530148,1838,positional,ca80a0561e48d298deb476851db253de
F1840,GSM2530149,1839,positional,4a7ca48faacc7ebb7f9c6c07e25a4756
F1841,GSM2530150,1840,positional,1270bf214d8134ae7f188e845fe2779b
F1842,GSM2530151,1841,positional,aedc20609007be180d4361df9e9fa025
F1843,GSM2530152,1842,positional,bee2c2a7d94587a82efdae93b0407491
F1844,GSM2530153,1843,positional,60ce19297d1e24f273236c2fdf90106e
F1845,GSM2530154,1844,positional,7a8302e27341ac03ad125084e41b8358
F1846,GSM2530155,1845,positional,5a2f657e16a833689cc757b1ece2a0ae
F1847,GSM2530156,1846,positional,2c839cd91e14a003c07420e3f718fc71
F1848,GSM2530157,1847,positional,2284b23aa2363be621159925b0d0e0f5
F1849,GSM2530158,1848,positional,715e82d87aa08d57c563d6d5402b0b7b
F1850,GSM2530159,1849,positional,2d1c1018d159b2fcc09c417e60ecfa02
F1851,GSM2530160,1850,positional,16f7d760caba252e2048b7b5adeea3ec
F1852,GSM2530161,1851,positional,0d3ec60f83674bfa7099b6cb19cf5b0d
F1853,GSM2530162,1852,positional,0ebe9727bff05c5bde38b27c3942e1a3
F1854,GSM2530163,1853,positional,022313ed868a19b2130dd3a7582d0310
F1855,GSM2530164,1854,positional,1805f6721ff15bd357908dba096fb6f1
F1856,GSM2530165,1855,positional,79dbb005778b4f968cd9ef4f5f24546a
F1857,GSM2530166,1856,positional,e4bbd60bcec52a2924f525581e189567
F1858,GSM2530167,1857,positional,e90ae253a46cd2847151f96870376902
F1859,GSM2530168,1858,positional,cabf93f30af45a1e5b0b3e398800245a
F1860,GSM2530169,1859,positional,22a448e27ebfc21f931ebb2e996efb12
F1861,GSM2530170,1860,positional,e8dfcdfe2bb7602b90e1cf4a17d365b5
F1862,GSM2530171,1861,positional,6301d92916f54431aaa6cda67ed6a3a5
F1863,GSM2530172,1862,positional,1d28bfe4fe748197350a612af64163fc
F1864,GSM2530173,1863,positional,45888d78f4a1eb2a68a49423dd432562
F1865,GSM2530174,1864,positional,5727c0f4a4f16493f2acbcb062500687
F1866,GSM2530175,1865,positional,bc3a8e4ecdd2e87fc71c202e33109f6e
F1867,GSM2530176,1866,positional,d629d31ebb7740425a8fa2f06be7901f
F1868,GSM2530177,1867,positional,4b0da7f72302a3a7a75cd1d3461492c9
F1869,GSM2530178,1868,positional,61df98d4e73aabf1332e6e7996e2b14e
F1870,GSM2530179,1869,positional,edd16a096251ea4f640fe2cc297c4e4f
F1871,GSM2530180,1870,positional,e307444239335954a7c1eb151499679d
F1872,GSM2530181,1871,positional,4314dcfd0ab10dc323297d5bf5da2c69
F1873,GSM2530182,1872,positional,4ba90b2d0bb9c711d6a2c3c0b61ce12d
F1874,GSM2530183,1873,positional,a1fd2a79acf68e5b206d12613f5c8764
F1875,GSM2530184,1874,positional,661f898d1ea964383d068b28b940d054
F1876,GSM2530185,1875,positional,9450802ccf18cb02d1a83613807300cb
F1877,GSM2530186,1876,positional,462ac1f9d83cbee70b2b6627eb660576
F1878,GSM2530187,1877,positional,48e20c9185ce907b778988d220d98f70
F1879,GSM2530188,1878,positional,c75fb6445cc1ea8280fa49d22f3ff876
F1880,GSM2530189,1879,positional,bf70a4ed65621f63c8b71d25e024a1dd
F1881,GSM2530190,1880,positional,0836521445f6033c45ac1a99dfe206df
F1882,GSM2530191,1881,positional,c4c3f7efc88f1272183b2c18330dec84
F1883,GSM2530192,1882,positional,c615859a7bf7e7df123f59372922a9cf
F1884,GSM2530193,1883,positional,2c5f648fbd9223d12c1589da43a21620
F1885,GSM2530194,1884,positional,460e53ca0b847d2a53a2092f4d159915
F1886,GSM2530195,1885,positional,df16f2efc60ea911064b2338eb673fe2
F1887,GSM2530196,1886,positional,c0ee9682836cb9eb342aff728fbb56e7
F1888,GSM2530197,1887,positional,ae5423d2a1926839862b9d5bdf1e91d9
F1889,GSM2530198,1888,positional,4295725a784c8090aa8119ec8ce999e7
F1890,GSM2530199,1889,positional,2fc2ed57906f14ed89312cae7f7610e8
F1891,GSM2530200,1890,positional,980e4a20f0e06dad590b3821daec7344
F1892,GSM2530201,1891,positional,e043485a284dda23c80e79f0bf1a9711
F1893,GSM2530202,1892,positional,599836f40dd603834884754b73c5d34e
F1894,GSM2530203,1893,positional,15c61940dab02768d582182bb3b19a55
F1895,GSM2530204,1894,positional,efeb1918cac03740fe535b745db4fb0d
F1896,GSM2530205,1895,positional,5d064e36129fbaad2aca2a96871c6e6e
F1897,GSM2530206,1896,positional,9b1dfbc0998f3796b988d45ea29a548c
F1898,GSM2530207,1897,positional,abd115d99fc5ec52b3de7345802af011
F1899,GSM2530208,1898,positional,e6f26fd3a8e4b024f119bae84b2866e4
F1900,GSM2530209,1899,positional,6ed77a5adf2c62f86cd42798dddb1417
F1901,GSM2530210,1900,positional,26ed6b533cf9dfcef9e1afcdee183334
F1902,GSM2530211,1901,positional,7812acbc2378adcb8cc3d36402046887
F1903,GSM2530212,1902,positional,697835be14879ca96bf58ad739281512
F1904,GSM2530213,1903,positional,e4491ff61197814a56d0334c07001e51
F1905,GSM2530214,1904,positional,94aa45245b9de56f179f401b3bf2120c
F1906,GSM2530215,1905,positional,5f448ec1617666376365b2bb5ce2261b
F1907,GSM2530216,1906,positional,5355f5ff5a5dfafbc9e40a40474bda45
F1908,GSM2530217,1907,positional,1784d9415bcd2420029eecf1add1cc3f
F1909,GSM2530218,1908,positional,a873a36c49d6f1cd875d79b141aaa705
F1910,GSM2530219,1909,positional,de08dbe683413d8d60ef33d3e577cb27
F1911,GSM2530220,1910,positional,72a289e765fc5e9013385d86ebb9f3a2
F1912,GSM2530221,1911,positional,ffa5ce4629879a0761923d5e0eccd68f
F1913,GSM2530222,1912,positional,9e8cf6231393bfa9499412886734cb9e
F1914,GSM2530223,1913,positional,e293304664bff78dba1bebecba73ac44
F1915,GSM2530224,1914,positional,aa7353fa5ca13575d43c5fa86078901d
F1916,GSM2530225,1915,positional,3e73f69b77d046f0a4b0e1ccbfdf702a
F1917,GSM2530226,1916,positional,e364cceb53e6ea21557e4a9870afa5aa
F1918,GSM2530227,1917,positional,b775856b2f5edd8a6794870d18f07b85
F1919,GSM2530228,1918,positional,e269b0ce23fb07861668ac5183f8fe20
F1920,GSM2530229,1919,positional,b41bf4c1f406ee2b5848e03a53736740
F1921,GSM2530230,1920,positional,87c8155fe4578fc70589304423f475b6
F1922,GSM2530231,1921,positional,9032834002676b093acbd7b9dac6629f
F1923,GSM2530232,1922,positional,a4830c7148cd0c1c73e9f14261757eb4
F1924,GSM2530234,1923,positional,c2ef37e5cdbde098f53a5f3bdf2401ec
F1925,GSM2530235,1924,positional,48f1a0bcf3870f4ebb86081331ffb9fe
F1926,GSM2530236,1925,positional,a9de83fbcf65252b49cd5c7e87fe6cd8
F1927,GSM2530237,1926,positional,6881f5454bad213ecf039f130949d710
F1928,GSM2530238,1927,positional,00b2691457f94a900cde186602ef1b48
F1929,GSM2530239,1928,positional,48d607fa79d2be186ba6a386f721763c
F1930,GSM2530240,1929,positional,502bd0c5d2db8a1dd64b160b56e202bf
F1931,GSM2530241,1930,positional,9e2a67af463aa72590c8d7b82ffe70c1
F1932,GSM2530242,1931,positional,5714685307f12aa52f262a6b83db57fd
F1933,GSM2530243,1932,positional,d01cd28f769e012277572915d1f481e9
F1934,GSM2530244,1933,positional,4ddaa10ee39f4faeb71a72b63e48f64d
F1935,GSM2530245,1934,positional,c9ff1a95507746f8d86493d4567476d7
F1936,GSM2530246,1935,positional,4a6550584a55639f23bf10dff7356039
F1937,GSM2530247,1936,positional,9de324b3ed4230fbd8097fd48da232b1
F1938,GSM2530248,1937,positional,71c903e80a12759114438e9bf44e0e1d
F1939,GSM2530249,1938,positional,a5a8486507c4e960ca6696468f7ab33b
F1940,GSM2530250,1939,positional,e4001a50ff992440dc5d333b7f378b85
F1941,GSM2530251,1940,positional,e61fd65d4a6ac4cf7968119cd6f8422e
F1942,GSM2530252,1941,positional,0a13b8aff805765bd8e0ad81480a4a69
F1943,GSM2530253,1942,positional,fe41223b3174ec1c3eebaf1d7e0be471
F1944,GSM2530254,1943,positional,f2115fc97270f6e5d10a5b1a9184a524
F1945,GSM2530255,1944,positional,1b51a23a8feed5ed0216ab06c4d1caa4
F1946,GSM2530256,1945,positional,7a1b097927abf900f3b87a1c83d32438
F1947,GSM2530257,1946,positional,352c70e35b0e69efc82051bd531bdda2
F1948,GSM2530258,1947,positional,b95a9059f24d88bb710427378b940889
F1949,GSM2530259,1948,positional,8b82b46e43a715752b1aaa50ff3c36fe
F1950,GSM2530260,1949,positional,c96e1b986735d1f65b3eb2c757c2061a
F1951,GSM2530261,1950,positional,50a6f5df3070b328b4155636d6395022
F1952,GSM2530262,1951,positional,6c8b5922ee8e730cc1500785f2b161f7
F1953,GSM2530263,1952,positional,8e357c9d7a38bae61693a01535548a78
F1954,GSM2530264,1953,positional,b6d3c7bd727c0800e251d23332f09ba1
F1955,GSM2530265,1954,positional,7ce93ec69853caca7a5ef0213149f8f2
F1956,GSM2530266,1955,positional,fd049fb686e6deb832a0239a22c8ac95
F1957,GSM2530267,1956,positional,1721ec8a20c37d8dcd97622246940410
F1958,GSM2530268,1957,positional,8eae5739f17834174d32beb05be9f16c
F1959,GSM2530269,1958,positional,9c0fe20f79bc88bb5fa141a520b0697e
F1960,GSM2530270,1959,positional,a40c051add9acbd4dd3c5c6ec9a6ac55
F1961,GSM2530271,1960,positional,5fb6d667babb45afc82c92374d6eb07e
F1962,GSM2530272,1961,positional,7c6cab602f4f201032974f98e9411511
F1963,GSM2530273,1962,positional,0f795b18b524df50f596242384947d24
F1964,GSM2530274,1963,positional,333e6aea95c639a2184eb99e59e8f1a0
F1965,GSM2530275,1964,positional,91f177c6fea5fd7c469381552f61ace2
F1966,GSM2530276,1965,positional,ac16417bc9dd1a50cb5989a168161846
F1967,GSM2530277,1966,positional,8c29ca383b83cbbc69f84a847ab58dad
F1968,GSM2530278,1967,positional,766ebfbb70ab28805b83c0296bd393cf
F1969,GSM2530279,1968,positional,d31b36174f6269e55136d4c918bc573a
F1970,GSM2530280,1969,positional,5eb75010b5dc3f9e510bcf0c3c1c3833
F1971,GSM2530281,1970,positional,0772e5b78d42260fc3da8c83b86b14ea
F1972,GSM2530282,1971,positional,67a2a9e7e68613f3112296da4d5ac6fe
F1973,GSM2530283,1972,positional,33f1ea7f38cca7145458e93ad7d35d42
F1974,GSM2530284,1973,positional,8298d6a6686492fd76d3661699849005
F1975,GSM2530285,1974,positional,1815548ffbe531003cf5d95e27059df2
F1976,GSM2530286,1975,positional,85ca33e764519406d23e3c7102cc9890
F1977,GSM2530287,1976,positional,5f63b9d6bdd9c6ff1cc0ddabd4e6a0f3
F1978,GSM2530288,1977,positional,d934be1ee177cf0ec9a20637d130e5e5
F1979,GSM2530289,1978,positional,be374365f953c264d72a251c79f32013
F1980,GSM2530290,1979,positional,068dcad9d3e08515f1048540076eb201
F1981,GSM2530291,1980,positional,641bb4f1f7725c5de26808a562f8dbcd
F1982,GSM2530292,1981,positional,21b6605b2ffff0eaaef20a359a32c9da
F1983,GSM2530293,1982,positional,d3a8b64fffa570083385b10e201ff3b2
F1984,GSM2530294,1983,positional,435d3a61ce6bfff0aa05855e64e5a7fe
F1985,GSM2530295,1984,positional,a61f909086b463ffdb6a0d818568885c
F1986,GSM2530296,1985,positional,1bd87e991dac75160f0b91fa4ee67231
F1987,GSM2530297,1986,positional,bd833dd3b80ad08b097dfdb1597cef54
F1988,GSM2530298,1987,positional,5920b9adc72da678d24d2cebfe28a51b
F1989,GSM2530299,1988,positional,d2bdbd7f24c312fa12784c99eb6ee8cc
F1990,GSM2530300,1989,positional,cb2bd5a35560e9b07af61b343a9ae419
F1991,GSM2530301,1990,positional,5dd08114e5793c6bcd2ac75e5086a62d
F1992,GSM2530302,1991,positional,5f20a97771fda88edba02329c362120a
F1993,GSM2530303,1992,positional,bb59b0047e960200b990996052f510d5
F1994,GSM2530304,1993,positional,e7b5a45c0d942245cb8b0ac46f06db49
F1995,GSM2530305,1994,positional,90a5ab4ee443d4bff6c640eb18429b6e
F1996,GSM2530306,1995,positional,4ebc47e9de804c59f22a3019c15204e5
F1997,GSM2530307,1996,positional,02aaab5e35dc0f47dc34ed0cc01e1b1e
F1998,GSM2530308,1997,positional,da3d1f8e31c140b6cbf7b73ed0e2d58b
F1999,GSM2530309,1998,positional,0a476ae316874fec3a29a10e3bf76a10
F2000,GSM2530311,1999,positional,c6af6ed687d0efbfe01afd83167f4ce6
F2001,GSM2530312,2000,positional,011954e4c2978604a561eb372e524993
F2002,GSM2530313,2001,positional,f26f343b2302289d6badb7615d93ab64
F2003,GSM2530314,2002,positional,3b3988c99a29d85b35d13afad830757f
F2004,GSM2530315,2003,positional,86854efe8730b6bfa2e60a65f57df0db
F2005,GSM2530316,2004,positional,b5688099885db8cc59541f0065629a45
F2006,GSM2530317,2005,positional,be5e78675fa08849479a2cd769407861
F2007,GSM2530318,2006,positional,ee688e075310f856e2f70b1d2fda4313
F2008,GSM2530319,2007,positional,c13c5f65886a223b1ac73328f1426b95
F2009,GSM2530320,2008,positional,d649158727fc1835cd068e22eef83c6c
F2010,GSM2530321,2009,positional,f5f871e331ee3dad70038a6272983a03
F2011,GSM2530322,2010,positional,702802691251f59dd6ba04fab038b8c2
F2012,GSM2530323,2011,positional,c983cce57d58aec2a70d323fc6823260
F2013,GSM2530324,2012,positional,172e7e6c1b02147933cf6d08582bfac9
F2014,GSM2530325,2013,positional,5dc91e4262d24b554b2838886041489b
F2015,GSM2530326,2014,positional,375cbf68c81be81744e53204d9cc83ea
F2016,GSM2530328,2015,positional,849705d74f065245e75e943b30036da1
F2017,GSM2530329,2016,positional,5801509993ab661fed4c11abc83159c5
F2018,GSM2530330,2017,positional,1c51dd698612ce0f6950a8022c9aa32f
F2019,GSM2530331,2018,positional,d38059003b725c4404084146fc04618f
F2020,GSM2530332,2019,positional,8f5fe802c373282a9af947b62f0a2d65
F2021,GSM2530333,2020,positional,0bb4d69a433a802afaa2b989419664e4
F2022,GSM2530334,2021,positional,b1da860c15ab64073838809fc31a6a34
F2023,GSM2530335,2022,positional,01bca62667308caef62a73dfdb89b6ee
F2024,GSM2530336,2023,positional,b50d233c5f61b2c082c7a85f27175442
F2025,GSM2530337,2024,positional,bcc99357e6a80a75c34445fd7c6d52e8
F2026,GSM2530338,2025,positional,72292b089fcf01062a0854f3207d4be6
F2027,GSM2530339,2026,positional,07662be4a5ea57eb6ff1dcfc4111b41d
F2028,GSM2530340,2027,positional,13b3923cfb04067d46f5dbc02d190d6b
F2029,GSM2530341,2028,positional,39fcd210e04533e8a31961a028522c75
F2030,GSM2530342,2029,positional,de89282e6d09beeda9f1461859edcd53
F2031,GSM2530343,2030,positional,eb0e9999ac1e4cd4b8d449b325e2311d
F2032,GSM2530344,2031,positional,931c74241217b252a70f26f64c200315
F2033,GSM2530345,2032,positional,4a941867ddc358d7b137c88bcfddbbda
F2034,GSM2530346,2033,positional,051647f0587e567916d29ca56d3bcdab
F2035,GSM2530347,2034,positional,de81030f3ff626bf97e54c8e71f2511c
F2036,GSM2530349,2035,positional,63902f063a37ec16557e9fcd50810be4
F2037,GSM2530352,2036,positional,141e1d89a99e366771f6b86dc24d5f75
F2038,GSM2530355,2037,positional,44837bba81591ccecec00ada17407210
F2039,GSM2530356,2038,positional,110bfd181d45230798b31915e330ee0d
F2040,GSM2530357,2039,positional,e76912b6d745950f5223c5d54376f9b9
F2041,GSM2530358,2040,positional,16aa1e34750cd8f70fff71a0ede71332
F2042,GSM2530359,2041,positional,5a03e70a9d94095ca22f260d0a8be893
F2043,GSM2530360,2042,positional,e24c330ffa433e911317f96a3c27f2ed
F2044,GSM2530361,2043,positional,0f74616f543648a9ec72982e7bcf8a97
F2045,GSM2530362,2044,positional,2a8b74efb187b00c50c6e8a9ab1a4ce1
F2046,GSM2530363,2045,positional,cf8e91f0f6fe6527c790a80e5c9f8f4e
F2047,GSM2530364,2046,positional,e7e26f9c84bd2c7bea1e4fb3bcceb713
F2048,GSM2530365,2047,positional,547f2fa4db962f33ddda2959c806a2f9
F2049,GSM2530366,2048,positional,b67e3c3e26ebb70ace39f7aa8022cfcf
F2050,GSM2530367,2049,positional,707797ec22dff848f55ff48ac2bf46fb
F2051,GSM2530368,2050,positional,7bf0614aeb04211ccd79b634e61cb1f6
F2052,GSM2530369,2051,positional,6635ae323ad6463f4d4df190cfbd899c
F2053,GSM2530370,2052,positional,976a3e40714e9b2ad1872e3fe09956be
F2054,GSM2530371,2053,positional,d626d8d37e1d9980d203c0815fa1bfc8
F2055,GSM2530372,2054,positional,2dd123d8da892fe47557dc3a59f3421f
F2056,GSM2530373,2055,positional,424c749ce37d21702e3501ea573e416d
F2057,GSM2530374,2056,positional,9d08aefdd51300800efb685f86d45fcd
F2058,GSM2530375,2057,positional,c7cfe704d0b9e912867f0205d66591cf
F2059,GSM2530376,2058,positional,f4d17b04c3256e8014c4f33b60968f7b
F2060,GSM2530377,2059,positional,d0d15241423cf3db7590de10043a6bb8
F2061,GSM2530378,2060,positional,d6d33a6cb0304107013b85713b692ce4
F2062,GSM2530379,2061,positional,403038882b5dd3ddd7a518df8d5e2d5a
F2063,GSM2530380,2062,positional,f5de16bcab55a581839454b759f98a53
F2064,GSM2530381,2063,positional,f0ea3821bf1a314f752ebdecdea35030
F2065,GSM2530382,2064,positional,18757524d8b526d56b913c1d130bb89e
F2066,GSM2530383,2065,positional,8275272c66a611a0f66e459570dd6aae
F2067,GSM2530384,2066,positional,2d7a0903014eba9addc615b8a0daad5c
F2068,GSM2530385,2067,positional,7c3966e2d993a5bd4b7bc35d1b501fec
F2069,GSM2530386,2068,positional,88c0273474f1cf4b489d33095f07154d
F2070,GSM2530390,2069,positional,fb60ba7373415e20b8ede81e5604cd15
F2071,GSM2530391,2070,positional,ccf5d1dc818d53f97038a6c862886e77
F2072,GSM2530392,2071,positional,d6381da46a141d63cd8e337923ed2f26
F2073,GSM2530393,2072,positional,f56410e275d67d5315cd5f8e9e38deef
F2074,GSM2530396,2073,positional,2d8efed20cd612b1ba2c62993ebbee26
F2075,GSM2530397,2074,positional,60c6ffcd8fad06621d56e39666f4b1a1
F2076,GSM2530399,2075,positional,378a6dbc01b59fc9566835887ef8dbbb
F2077,GSM2530400,2076,positional,2d65f1c23139962af11b674102fdd1e2
F2078,GSM2530401,2077,positional,db067d17dcbe66fb4e379b59f52502e4
F2079,GSM2530402,2078,positional,7f107baac32697cc6b216efe8cfae285
F2080,GSM2530403,2079,positional,48a88fbbd839ce869da1c199b4ac1024
F2081,GSM2530404,2080,positional,3b846acf6e0e228b226f1af0a0cd6651
F2082,GSM2530405,2081,positional,a00176b91d6f81d478beca80f4062bcc
F2083,GSM2530406,2082,positional,a727462fccb340603ea5da58d55c3e21
F2084,GSM2530407,2083,positional,c655ebba8f173d4e4a18c3bc5dc38afa
F2085,GSM2530408,2084,positional,870d57f043a9a46e557bdf773bae0485
F2086,GSM2530411,2085,positional,62cd838f1ce1af447dbbc3045169bcb0
F2087,GSM2530412,2086,positional,0e433a0b23de588fd35c1586ae0cae5e
F2088,GSM2530414,2087,positional,181b17e52f3027dd1f5b3c69ebff11c3
F2089,GSM2530415,2088,positional,65f9dd5744551bc17023a0a8cb80730e
F2090,GSM2530418,2089,positional,b202267bbb5b421f0263546db850e7ae
F2091,GSM2530419,2090,positional,4a1bfcf06c18d7fcd085ccfce4104881
F2092,GSM2530420,2091,positional,98ef0b20b0ade8c2fb06e79338ad927b
F2093,GSM2530421,2092,positional,27d70459ef84016bfd85561eb5dd859f
F2094,GSM2530422,2093,positional,be7c332f26eed80ef1ef2486ca8c68d2
F2095,GSM2530423,2094,positional,ac9f06659190a0f59c7dd6420b204b01
F2096,GSM2530424,2095,positional,9d00df7112c04b3c65d0044ed5a8ffad
F2097,GSM2530425,2096,positional,12ddf9a6fc6cfd901c2c482ed47fee37
F2098,GSM2530426,2097,positional,4c6f515c3c180d9e6f3463bd3f72106d
F2099,GSM2530427,2098,positional,50768d7777fbf6abce18c20a9b536b0a
F2100,GSM2530429,2099,positional,a423114bebe2a39a47071eae6b794a53
F2101,GSM2530432,2100,positional,9b4393fe0c06db065d6033c4e8efc0b8
F2102,GSM2530435,2101,positional,86ba921298c4e5e7468736b480e41299
F2103,GSM2530436,2102,positional,ce5b3f5d328fda3f1db7af885cc96ef8
