expression_sample,clinical_sample,position,match_type,hash_signature
F904,GSM2529067,903,positional,dc70292df774e8fda6fb229d1ec1068e
F905,GSM2529070,904,positional,2ee73673caeb2f9438674dfc8246b558
F906,GSM2529071,905,positional,afadbfa13098a48ee4ce03945d76a567
F907,GSM2529072,906,positional,ba65d0f44b8219f4663eadb6bb4cf9b8
F908,GSM2529073,907,positional,14490f9477d4f7e2ce5cf4993213e20e
F909,GSM2529074,908,positional,bd4cf8ca3ef8072cc3f41fbbecd28492
F910,GSM2529075,909,positional,e5bc3da7d88cb51961855b0b2990e7a9
F911,GSM2529076,910,positional,030fd6f2f6d415e4ef6c55e4caca256a
F912,GSM2529077,911,positional,86d5e10946d8694680773b4b8d5e8d3d
F913,GSM2529078,912,positional,f61ad9458b8fc6b06db0da1cd01e0eb3
F914,GSM2529079,913,positional,944c95474df36f68e251668f9de97666
F915,GSM2529080,914,positional,b57f017052d08b086f8c9087e1055a67
F916,GSM2529081,915,positional,4b143b6063fcb299ed93aa0bce76456c
F917,GSM2529082,916,positional,2b484f1675d496d1fac9a758f72a1536
F918,GSM2529083,917,positional,5c1a385f4963132bccb5e9168628e4e1
F919,GSM2529084,918,positional,182423c5c043a7e8a8ab16e940a29091
F920,GSM2529085,919,positional,48003ec715bec67cb389187c98bd6bc0
F921,GSM2529086,920,positional,4428b5032bf1503a50e9b02592a05a41
F922,GSM2529087,921,positional,22d3518f867a046b037494445bd39701
F923,GSM2529088,922,positional,eb819e79cac2285214860089177baaaa
F924,GSM2529089,923,positional,6c3e64da635149763472fccb1c3a5db9
F925,GSM2529090,924,positional,8a2255df12abd8671b48db6e8ba07a2f
F926,GSM2529091,925,positional,b5d09c477ebe981c7be2ea3b5428ce98
F927,GSM2529092,926,positional,3b2b9ca455043aacdeb88f908f59ed27
F928,GSM2529093,927,positional,229ca2495e25554464db5e678e56f41b
F929,GSM2529094,928,positional,fc22faa6a189a8b311cbf13d7ab6f036
F930,GSM2529095,929,positional,7cb5d24854c07ed7a994ee0a6335151a
F931,GSM2529096,930,positional,3de0665cd6452921fc2e9a73a1ac51b3
F932,GSM2529097,931,positional,863274e86e16df33ba5fe70abe52a905
F933,GSM2529098,932,positional,900d4e78c330b472e683892f2970870e
F934,GSM2529099,933,positional,78a45378d1586b9700a1302034e06420
F935,GSM2529100,934,positional,27bc71cb15294e7e5d3213cce4364703
F936,GSM2529102,935,positional,e1e5fbe7ff01b271c89aad879318d11c
F937,GSM2529103,936,positional,cb76d775dcfe0c5256da2bca0d472574
F938,GSM2529104,937,positional,74405476b4df7e54a9e1f1033e4b58eb
F939,GSM2529105,938,positional,9a57e8de091023fde807bdd47c82a02b
F940,GSM2529106,939,positional,b9516d83788e380a5c183cbf9aba5f29
F941,GSM2529107,940,positional,9e8c1d51a175ca11dc3f33c558d7aeed
F942,GSM2529108,941,positional,87e3e16c34bae73c827325aa1c65a6c7
F943,GSM2529109,942,positional,8cbd8a62c2744b86dab13fee41deffa5
F944,GSM2529110,943,positional,2517ea8d8881fddd26d4c84deda8f747
F945,GSM2529111,944,positional,171ca9b7de4445df18ed3160c740a102
F946,GSM2529112,945,positional,2d180fd86280a7ded9f8ee9d287f5a06
F947,GSM2529113,946,positional,2307db146445890c85f27f5043327913
F948,GSM2529114,947,positional,26e30d9b6ca7a878295c41a2c5187f3f
F949,GSM2529115,948,positional,f38edaf623ed7b37ced2c9bcd124a09c
F950,GSM2529116,949,positional,46ee2b9c3816523fab1486c9f706075b
F951,GSM2529117,950,positional,b9bc1674fbef39ea30314aa56fe87a4e
F952,GSM2529118,951,positional,5e4d6741666a49c14202fdc54424cc59
F953,GSM2529119,952,positional,2f2572654c4abe63435582dbaf6c1f08
F954,GSM2529120,953,positional,fd8bc2c59fb2e55b59834bc1f5f7d428
F955,GSM2529121,954,positional,536b3d10a97db39ef147f8c321e89965
F956,GSM2529122,955,positional,bde439250fd231773b0c79875317e2d5
F957,GSM2529123,956,positional,909fa5ff94d53df704cf9b0dd49950f8
F958,GSM2529124,957,positional,c2c4ee79256a3b33270642f477ffb370
F959,GSM2529125,958,positional,6b091340eba6b7ae29ab3487565a0cd7
F960,GSM2529126,959,positional,8f7531bae4e7160d7bc994253e94ff05
F961,GSM2529127,960,positional,1bf6e53112a5b2ae9fc40859eaca34c3
F962,GSM2529128,961,positional,f705f610c8f01abf93c021844d52bc20
F963,GSM2529129,962,positional,abf3d6ca4354ed81eb64900344c74e48
F964,GSM2529130,963,positional,388e9533fea5c862b5f04e903dacf7e6
F965,GSM2529131,964,positional,53d56b9361d969134826fdabe846ad31
F966,GSM2529132,965,positional,e0d7505a1b48d2d88f9c9d18b41f02ad
F967,GSM2529133,966,positional,6517d21fff9b23a857b6ac17091669e6
F968,GSM2529134,967,positional,3b18524fc3a8cadd0a9e6117d745c5ff
F969,GSM2529135,968,positional,34fad944b2ac29277ba5aa90338f3488
F970,GSM2529136,969,positional,a2400f49866a490ae640225eda544dbc
F971,GSM2529137,970,positional,51bf4ac5177d764d5649e6b6c70976f1
F972,GSM2529138,971,positional,46f2f476880b4746686fe10345656444
F973,GSM2529139,972,positional,e91cd3b32296190ed4b622cee114d510
F974,GSM2529140,973,positional,c25118a34b2ed070608125a2fd9e8522
F975,GSM2529141,974,positional,fdd7fabe0c51f616b79750c5a74d1b77
F976,GSM2529142,975,positional,04266cea450ca830a0ced7a89c8c57eb
F977,GSM2529143,976,positional,6fb00c0d1db36424bfc1180c957638f6
F978,GSM2529144,977,positional,d309455625dc85a6e61c2a3b65ec0057
F979,GSM2529145,978,positional,90d58ef1ac98517ae845bee78c962319
F980,GSM2529146,979,positional,cf5553189effd757945dbd52bce8cc5f
F981,GSM2529149,980,positional,499bd7a8a88eec552c32521410c1da78
F982,GSM2529153,981,positional,ee843e2fa22d39645cfc68fc300c1bde
F983,GSM2529156,982,positional,fcc3cc0894c3809b5356aeb731e316af
F984,GSM2529158,983,positional,ab7c5c6f69cdf2bf2cb190dd9104a339
F985,GSM2529159,984,positional,f1f04e6e083589005093d887da8d131d
F986,GSM2529160,985,positional,e8bd13109ae1235e33b9adc6f8b66d46
F987,GSM2529162,986,positional,a4b08967668f3b00e8d0511013223167
F988,GSM2529163,987,positional,478d6b88f0c404f375bbcff2b1bf58c7
F989,GSM2529164,988,positional,4a078a9819eebff19b65abb01103b417
F990,GSM2529165,989,positional,18a29e0e9c1dcb498db63f4ebb5ed92e
F991,GSM2529166,990,positional,78bfc0bb85f36f7d3c301a36e5fe6e29
F992,GSM2529167,991,positional,c3580e378d2357bbed49e866ce5233e9
F993,GSM2529168,992,positional,a69cf70f63993dc4b29cadabc720afba
F994,GSM2529174,993,positional,2eeae8737d2e082a9917cbb755e22d13
F995,GSM2529180,994,positional,1771d8a6102c9c38716f9f452f965699
F996,GSM2529181,995,positional,088c2c26f820114e4e66726a99691dfe
F997,GSM2529182,996,positional,00a30e732189f63e8db41685fbdcaebf
F998,GSM2529183,997,positional,1bf5c10270a60bb6bbeed39788218e6f
F999,GSM2529184,998,positional,ebdf23b4624bf79fc4db73ce7757531e
F1000,GSM2529185,999,positional,643fa4a0801c11672c867e0ebbcf0c23
F1001,GSM2529186,1000,positional,a290323fb8592e43247a82900a28f20e
F1002,GSM2529187,1001,positional,eb124901bf36d35904091ad3a0015ee1
F1003,GSM2529188,1002,positional,028f3dc6a01674cf1281afad0316f5f8
F1004,GSM2529189,1003,positional,280e0b7e81d326a0a46a374b99285d88
F1005,GSM2529190,1004,positional,221ae3ea739475911b4f2ff51446a74d
F1006,GSM2529192,1005,positional,e1408e5d04f17751247f85bc80ff87b1
F1007,GSM2529193,1006,positional,97dbeff9d2c4893eff8e63176a22dfac
F1008,GSM2529194,1007,positional,c556453bd3d8d3e2af51da8fe35fde12
F1009,GSM2529195,1008,positional,e026a8935d91afde305996897fe3a2c3
F1010,GSM2529196,1009,positional,e667d3f4f6af55b05800ea854f2fc236
F1011,GSM2529197,1010,positional,9ed9b66a0da24efb219ce59fe7527ba4
F1012,GSM2529198,1011,positional,607c725ac6343738cf091910d1a2e491
F1013,GSM2529199,1012,positional,cd062ea5ddb132668dfd1a161e7810e2
F1014,GSM2529201,1013,positional,223513f80534c0563f0e2dbfe26fd177
F1015,GSM2529202,1014,positional,94e56eeca32596868c768841d722c2cd
F1016,GSM2529203,1015,positional,7b3fc7da713436be046ff4b598ccce0e
F1017,GSM2529204,1016,positional,b2c5415419735cf07206f1795ae94657
F1018,GSM2529205,1017,positional,357a1a25515db5fd8bc8768a1b40bbef
F1019,GSM2529206,1018,positional,65b05586124f9b858b16d554a9f1830b
F1020,GSM2529207,1019,positional,aa0020d3075a1485531e1c8ac3c85c8e
F1021,GSM2529208,1020,positional,497853f65e5fd707c90818a3c4ea8ea5
F1022,GSM2529210,1021,positional,671d9568e7ef5a84cc122c4338cae2f9
F1023,GSM2529211,1022,positional,d426fc3789950595735f1b9940c589cd
F1024,GSM2529213,1023,positional,bd397d80d80b61680c76be2edcea86d5
F1025,GSM2529217,1024,positional,26004c13c0af70c46e3c464604c8eadd
F1026,GSM2529220,1025,positional,f9e81598ab9f7911c153857e5dbabb2e
F1027,GSM2529226,1026,positional,c72d77c27f8ca66ef99757b693b8546f
F1028,GSM2529227,1027,positional,c8507621aabc165576ca83498b18bc52
F1029,GSM2529228,1028,positional,8ad3410b35f04fcb7db5663113bbfcd3
F1030,GSM2529229,1029,positional,6d01f93f68e4eae6a096b459f9708979
F1031,GSM2529230,1030,positional,8251fe15da9844074698615658acee88
F1032,GSM2529231,1031,positional,b68fb5ad75300b926471c1e53c076498
F1033,GSM2529232,1032,positional,4e37f13d60fa412b8cbedb5e089740af
F1034,GSM2529233,1033,positional,ac3d1b7ce5f3c2de09ebd30656973b35
F1035,GSM2529234,1034,positional,f1a2de95dbaa4583f22842b5adce0f41
F1036,GSM2529235,1035,positional,6ba5e1e34cdd8c033eea57e2adaea482
F1037,GSM2529236,1036,positional,6de6d555c978f5a721b526370d691f52
F1038,GSM2529237,1037,positional,12da4556801648175e408b3d74c98838
F1039,GSM2529238,1038,positional,c89abb6ca15b3b61c20bc9de66b43e47
F1040,GSM2529239,1039,positional,041c0ef680404015d641c385539b635b
F1041,GSM2529240,1040,positional,b6b48c079b4ddb581cecf585b410e148
F1042,GSM2529241,1041,positional,4e9090bd0adc14af98f1b63b5c177284
F1043,GSM2529242,1042,positional,6f2a78dd700fade7eade7aa06301a0d2
F1044,GSM2529243,1043,positional,4db646beffbccfdec8d8b7d95a881838
F1045,GSM2529244,1044,positional,3cee1343f2d86497bcf05cf453d402b4
F1046,GSM2529245,1045,positional,f46e307572851fea1ac556af2f8b04c5
F1047,GSM2529246,1046,positional,4dd26fd4878b34d53c2a0a8ab93326d2
F1048,GSM2529247,1047,positional,33498a8047a92f0b9309c50ee73a654c
F1049,GSM2529248,1048,positional,5c561d372c1ab2bd8bf129e273dbf3f1
F1050,GSM2529250,1049,positional,b739b39c09a9ade4adcfc8deed081305
F1051,GSM2529251,1050,positional,2f7dd6724dc1c660034f8301e6e3eaaf
F1052,GSM2529252,1051,positional,1bb376287ddb92e6c1bca035ec06417c
F1053,GSM2529253,1052,positional,d0f7ea8cdf3d18685f5ec8a371c08aba
F1054,GSM2529254,1053,positional,b84ea433456863c94a3b82f514af6800
F1055,GSM2529255,1054,positional,c87c184285cd0bea25820d6c4bdc42aa
F1056,GSM2529256,1055,positional,7ddb65a3ece7ecc50a88e8689d39e445
F1057,GSM2529257,1056,positional,e62ad0d7cfdc9dd4caf14a3a0c7ff198
F1058,GSM2529258,1057,positional,00579ca4a4774770f607464dbc356dc4
F1059,GSM2529259,1058,positional,19bedb498edb2ff9174b33314cc39548
F1060,GSM2529263,1059,positional,262a023bd68f9ad0a0d54ffecac6ef6e
F1061,GSM2529264,1060,positional,61a21cd88a75ea8c60e5b2ce8ce41a88
F1062,GSM2529265,1061,positional,7399daec893c2df527e522d39ec76ddd
F1063,GSM2529268,1062,positional,ba1dee386c1d3e8f9051411e25fa64bf
F1064,GSM2529269,1063,positional,8f834ed7b7929d2c19385bcd6c6c4d09
F1065,GSM2529270,1064,positional,834e9c95d05a0802a21c1a881ccca3c2
F1066,GSM2529271,1065,positional,8ee16fb9935439f1ba6c9b8f68862033
F1067,GSM2529272,1066,positional,262695bc2e97ff75fe78fab4eeb314d1
F1068,GSM2529273,1067,positional,766aef367ccb8962050972d553f6e842
F1069,GSM2529274,1068,positional,9718923c5ddf86b613d2c4841febe6db
F1070,GSM2529275,1069,positional,6f456e66021075b0f08849e9aae7cea2
F1071,GSM2529276,1070,positional,43584d9c495f180ee8201ec12deb1fcd
F1072,GSM2529277,1071,positional,490c3392e1e0c6ab28f1152563302fa7
F1073,GSM2529278,1072,positional,695b0094f4b5012ed6d712c69b1f1d80
F1074,GSM2529280,1073,positional,45a0d5aa898dc4c0c38aa6b58fc1a7f4
F1075,GSM2529281,1074,positional,5e3a516fb1373daf87a058bfb69b1f0f
F1076,GSM2529282,1075,positional,abfc9f4f60e5dc25a3a42be5bccd6f52
F1077,GSM2529284,1076,positional,236101cef91d27f7c155bf9fcfa75885
F1078,GSM2529286,1077,positional,4762b715c93d510c6b360f2eb4697bbc
F1079,GSM2529287,1078,positional,f44dbf040e017e1782b289b531f4e19e
F1080,GSM2529288,1079,positional,1e1b27e61412066f47324eab5f9d3a17
F1081,GSM2529290,1080,positional,c8f37018934a7e465d9b7e046cd72c49
F1082,GSM2529291,1081,positional,e9eda1a88725c348c144f0afb5ac07a3
F1083,GSM2529296,1082,positional,184c226c9652c73bc25e0d0ac1fda439
F1084,GSM2529297,1083,positional,e78bca766ade4ed1c4ef9bbc4c1673d3
F1085,GSM2529298,1084,positional,3f9d6806fbde04ca5bcd7c0da1c2a81a
F1086,GSM2529299,1085,positional,3e1d59f840d8da2bca40b658fbfac03f
F1087,GSM2529300,1086,positional,08f2c18cf73781a55fbf2f94d1fb2b54
F1088,GSM2529301,1087,positional,ae9580489485da3c9ccb8a58197b0353
F1089,GSM2529302,1088,positional,56c132dcf0a01ad7be91f088c110e1ed
F1090,GSM2529303,1089,positional,21aaeafb70e9a0a08bedc6941f4354ce
F1091,GSM2529304,1090,positional,a8154cd30ef22644573bbd6e93b3b33c
F1092,GSM2529305,1091,positional,bd91e2e5e616eb171510a8c4f8432954
F1093,GSM2529306,1092,positional,156b9df0539b82aaf03cb0a383f77652
F1094,GSM2529307,1093,positional,35aed87eb733006eb15d9685998bf66b
F1095,GSM2529308,1094,positional,e5a29bf9f5baa29b017ff3b62732f090
F1096,GSM2529309,1095,positional,2f9981bb7dfa5a44c533e2cd3c864989
F1097,GSM2529310,1096,positional,7265a7feb197bc3bcec00501326d11fb
F1098,GSM2529311,1097,positional,882c072c21041c66af674078e8a6995f
F1099,GSM2529312,1098,positional,a8fe0ce950a3f43b9bed9d9f53e16391
F1100,GSM2529313,1099,positional,baba6b6b4a008f346327d423d149013a
F1101,GSM2529314,1100,positional,3995f297fb477db85a380edc799b9798
F1102,GSM2529315,1101,positional,e445f151147f854930900026b2fa5c9d
F1103,GSM2529316,1102,positional,694139c66fae1e7f6f2b458a3c42ff50
F1104,GSM2529317,1103,positional,53e3b6e6a5fcba375b9b5e8abfc71873
F1105,GSM2529318,1104,positional,50ac3c998ff7276436f211ef10da40e1
F1106,GSM2529319,1105,positional,be9e2ba9d14f8921a038e6222f9403d7
F1107,GSM2529320,1106,positional,3beb87769dbe8c2df4751d57f1d93843
F1108,GSM2529321,1107,positional,e746de6fec1426beb5eaddfda01c8e30
F1109,GSM2529322,1108,positional,6db138a61772e3bbc1f79460b616646d
F1110,GSM2529323,1109,positional,f4265b77d95969d3accff1374789e71a
F1111,GSM2529324,1110,positional,21f17b420580d95bf25b4204d3159241
F1112,GSM2529325,1111,positional,94842f40352bf4dde5ca9d3e68c9b3fb
F1113,GSM2529326,1112,positional,c96f685fcfa9eacfd1f93a9a0e697d36
F1114,GSM2529327,1113,positional,07027c3f671c36a58602ef4c112c1392
F1115,GSM2529328,1114,positional,0e9b9195c9962d0a0a9920fd4420c05a
F1116,GSM2529329,1115,positional,1dfb534f04f28cac4909cdde7f6e6d48
F1117,GSM2529330,1116,positional,c623049ba0f6ae4b46367e30dd6e8916
F1118,GSM2529331,1117,positional,ea77a150b0969908d26126893a504f6b
F1119,GSM2529332,1118,positional,0db37138c4145d1e1e19b30a799cd32f
F1120,GSM2529333,1119,positional,cd840ef41e8c1d7c9cb090afe3bc08f7
F1121,GSM2529334,1120,positional,9bff4cbc495e113a82337712e9a91124
F1122,GSM2529335,1121,positional,b8d20eb576fb32d1c9db8748c7644d4e
F1123,GSM2529336,1122,positional,4a150346b8122c92cf43bafd4b413196
F1124,GSM2529337,1123,positional,445c3fafef9640a62353d9e415e42d67
F1125,GSM2529338,1124,positional,f510667ab403b84ca66c950021032309
F1126,GSM2529339,1125,positional,48b23b110d1ff91f3fadad9651c99a19
F1127,GSM2529340,1126,positional,d5950e7b0b3f42f382776e53b8460672
F1128,GSM2529341,1127,positional,88f0a61bf19c4c06d55077ddc0796522
F1129,GSM2529342,1128,positional,1daa3cbf22f4e6cb2ffd9d5443ce67b4
F1130,GSM2529343,1129,positional,2c56c4694ed726db04f4b896f8245115
F1131,GSM2529344,1130,positional,9151751d5902e1a23e27fa81f2758a5d
F1132,GSM2529345,1131,positional,9b84232bb0e06e6d3b855c7cc814d595
F1133,GSM2529346,1132,positional,d2436f6aeca498464ed872cf10adc91a
F1134,GSM2529347,1133,positional,cfbaa27eee0b8d0487097608bef65d7d
F1135,GSM2529348,1134,positional,65aefee0d8124d0516198ec0d02f98c0
F1136,GSM2529349,1135,positional,75c00ecd0e1f366287b8c92d800e5534
F1137,GSM2529350,1136,positional,4dd48a9ef4fca7fa11acb8301364974b
F1138,GSM2529351,1137,positional,0ceb5433bfd00ce2b85f50d69c350132
F1139,GSM2529352,1138,positional,ea454b39fb7ad067c74784b4b3765861
F1140,GSM2529353,1139,positional,fd703810262b4e48ae6908241506794b
F1141,GSM2529354,1140,positional,91a2d7d1d85ac3dd913ad0c751d12f45
F1142,GSM2529355,1141,positional,16da67a0c9055bd5b2bf705984a28e04
F1143,GSM2529356,1142,positional,f419469c8518812195c9c414eedb918d
F1144,GSM2529357,1143,positional,58e89bad2d853f83e1a49e82592236f4
F1145,GSM2529358,1144,positional,2085384910dc5b80157cfa2edb819fec
F1146,GSM2529359,1145,positional,cb1bcf530daa03690cb435c762f0aafd
F1147,GSM2529360,1146,positional,7c2ab7c9966332fdd78b8ee02e5a0e21
F1148,GSM2529361,1147,positional,9a93a0c18a08689da9b062e3911e0777
F1149,GSM2529362,1148,positional,66f17a6ba60421d464fe7e70f4f45a6b
F1150,GSM2529363,1149,positional,b19dab2224193da3b2d13975a45d07ad
F1151,GSM2529364,1150,positional,a06d0368b524d610f6406d6f196586f5
F1152,GSM2529365,1151,positional,8c7293bce941ea436026e64e5a1ee057
F1153,GSM2529366,1152,positional,fb603607b2c8b2f9c7791d1b489ca5cb
F1154,GSM2529367,1153,positional,71a7c5a897234b54583a0967342131be
F1155,GSM2529368,1154,positional,16359774f90268121ffb9b0dcbeb7056
F1156,GSM2529369,1155,positional,4c70752fa03e538137de45dc1bdfdb62
F1157,GSM2529370,1156,positional,c4765753ffc0a609795b47a00b489405
F1158,GSM2529371,1157,positional,681edd812aea44cc4d902c437bb6e87e
F1159,GSM2529372,1158,positional,7b781b5afcf15a23f385cd21a8b6f706
F1160,GSM2529373,1159,positional,b7445eae87d07c2842fef58210c194ec
F1161,GSM2529374,1160,positional,898fd3e8eb5e8203ca719a1b0e2cc253
F1162,GSM2529375,1161,positional,602c19c663c542198f1f39b223aa1dba
F1163,GSM2529376,1162,positional,8f6d8b5fddb4cd96dd297b8a99941fff
F1164,GSM2529377,1163,positional,9a9d4c4cd1bed5857d1077462e3a7c34
F1165,GSM2529378,1164,positional,99c40fbc9f6aebf88e94136696c3ee92
F1166,GSM2529380,1165,positional,056525cbc86ae7f0349fa09c4621775c
F1167,GSM2529381,1166,positional,e6a6a3841d8d754dabb78fc89d733d90
F1168,GSM2529382,1167,positional,1ae955d63d0fa1b7a0deb5b2640f413f
F1169,GSM2529383,1168,positional,e6ec3b9ce8ee0fda8774ed65712026bd
F1170,GSM2529384,1169,positional,447ca99e102e8f7cec2290229e0945ab
F1171,GSM2529385,1170,positional,0dce4adee9293250b56279c05a62c33a
F1172,GSM2529386,1171,positional,a674cb906f05871b5035f7b1e69cbe80
F1173,GSM2529387,1172,positional,14f5a95369f5723a922dcdad8d9fb94f
F1174,GSM2529388,1173,positional,af1284cf5b8d307b13bf5cd664e606e3
F1175,GSM2529389,1174,positional,e8de2bd229a53d82f2f847aaf8a3ded2
F1176,GSM2529390,1175,positional,b93a9c287556a5aeb3842fc7748d0e8b
F1177,GSM2529391,1176,positional,70bf19f726f32544cc5f3271656615f0
F1178,GSM2529392,1177,positional,bf2ed8dad82c323e009b02c538f85bea
F1179,GSM2529393,1178,positional,f8d6df6f13b09c61c269e735b61f32a4
F1180,GSM2529394,1179,positional,2ab433c23199a5d9dff3face6e924bc6
F1181,GSM2529395,1180,positional,c5fcc8e9832a9c9f0c53fe20656a5044
F1182,GSM2529396,1181,positional,1dbd499fdc3c17e7e6f6515479e6e8fb
F1183,GSM2529397,1182,positional,d3f8687e810e29338de676aef8818e18
F1184,GSM2529398,1183,positional,0c413609bd6a04f5e6e733a71666bea1
F1185,GSM2529399,1184,positional,48c09bd72817afdcb400314afe296302
F1186,GSM2529400,1185,positional,6fa8ebe37ac3d679d9f8b7f39a1fa3af
F1187,GSM2529401,1186,positional,142ce76f7cecd115f9cf6bf4e57ff9fe
F1188,GSM2529402,1187,positional,1180e921934226050b36377b1e132f4c
F1189,GSM2529403,1188,positional,5d709f32fb533ff6b3f11619034c9969
F1190,GSM2529404,1189,positional,085a5da93701cf73b8c716f6a086dc30
F1191,GSM2529405,1190,positional,eb6fe260e296770077e5cb4a8391ee2a
F1192,GSM2529406,1191,positional,87693566abde7faa0c2638186267f4df
F1193,GSM2529407,1192,positional,307a4e5d4387876a23afcb33a52fc27c
F1194,GSM2529408,1193,positional,77fb57fbd9d6670a2c884351a5e4b1da
F1195,GSM2529409,1194,positional,96cc4fcac8ba4bc53b22bc9b787b586f
F1196,GSM2529410,1195,positional,54ec0eb58b39dcb9339e0fd2496c58a0
F1197,GSM2529411,1196,positional,9540df7819d18805e94f378aede7b896
F1198,GSM2529412,1197,positional,bef0ec2d2a6d992a4836ca7180c85790
F1199,GSM2529416,1198,positional,191a6bf21d6da04abec3707cd775acce
F1200,GSM2529417,1199,positional,45d5140082cd6e93b025d42000c34a28
F1201,GSM2529418,1200,positional,324d6a6b5a60fd368871f0b3d5d9a2ff
F1202,GSM2529419,1201,positional,367daa183a770e5f26303f4e4f48576c
F1203,GSM2529420,1202,positional,1dabf11bd7cd6581746f391562a65c5a
F1204,GSM2529421,1203,positional,3e3d741568141f231c87915dfb42e61b
F1205,GSM2529422,1204,positional,852385521df54cd0c7ee2b8be7ed562d
F1206,GSM2529423,1205,positional,9c215fa745cbe052fcf601345dc9b2e7
F1207,GSM2529424,1206,positional,a3541dab4605e3fbbaadda0a0d88ab45
F1208,GSM2529425,1207,positional,a91b511040f6469be5ed869cbfb48231
F1209,GSM2529426,1208,positional,07460c297018dc03909ae65c4cac8430
F1210,GSM2529427,1209,positional,9a9447078fee4acf1711465f70ad9512
F1211,GSM2529428,1210,positional,2a430c8f6341adeb24a6077c491a8ef4
F1212,GSM2529429,1211,positional,c29b0ed1b8634fe3e23cde351bc046c0
F1213,GSM2529430,1212,positional,0c5298a6acb3b1cc1a18b6475360a335
F1214,GSM2529431,1213,positional,2a1701266fcd29ca757f0b7038c57dde
F1215,GSM2529433,1214,positional,8f92421042c27718eb5f0c49c336c751
F1216,GSM2529434,1215,positional,8a36b51f95d2f2522d277743d507680f
F1217,GSM2529435,1216,positional,f00ab0a16ecf9dd4e738cd581d5fa94f
F1218,GSM2529436,1217,positional,1af7f7bd3c5bb35b5a1375991a83a27a
F1219,GSM2529437,1218,positional,e4cbf93d12364daed1ca6da08175c81e
F1220,GSM2529439,1219,positional,a04ed0aa6cde8009c97c2e82fabab142
F1221,GSM2529440,1220,positional,d0ab63ff4e021d6f3323761d35e6167d
F1222,GSM2529441,1221,positional,f51a707c347160dc29ae10a94d13e9e6
F1223,GSM2529442,1222,positional,d89f96e4596ca4d8a725fb867007302c
F1224,GSM2529443,1223,positional,a289d8d473a3c031c5bbe8422478ae74
F1225,GSM2529444,1224,positional,a8e0d00c825656a8ca1241c306592756
F1226,GSM2529447,1225,positional,f711cecfddad6633b85d20542bd2a102
F1227,GSM2529448,1226,positional,92b545e221c1031a32969be971d87794
F1228,GSM2529449,1227,positional,2712aa9c9e379c8e33a12ee1ec36ba42
F1229,GSM2529450,1228,positional,06daafb5de24f4b4cb656cb4c9455fe5
F1230,GSM2529451,1229,positional,4a86766cd0812a9f57a7e7a657b0f34e
F1231,GSM2529452,1230,positional,76aff48c5f27e9412105fa09e6cdddce
F1232,GSM2529453,1231,positional,fa56cebb9e82640612ff7b3c11ca7776
F1233,GSM2529454,1232,positional,1d30a9afbc2fe9090128c07aa0b3b3f2
F1234,GSM2529455,1233,positional,eba833836a566b6661bdf9be0e20732f
F1235,GSM2529456,1234,positional,2dcd7f1593e1771ae096eb5a4ebdef27
F1236,GSM2529457,1235,positional,5479c3eef216f4115449b9ec88ae3a07
F1237,GSM2529459,1236,positional,571b6ab4544549450614869f89866d4d
F1238,GSM2529460,1237,positional,ec22764ac6ac000560043d896fe782d1
F1239,GSM2529461,1238,positional,40e9f956f0c06cea3b24341d0f6a703d
F1240,GSM2529462,1239,positional,f5858128b15b659fe2790a6831cf8334
F1241,GSM2529463,1240,positional,2ad7510694c43d34eec3747aed9d2d9b
F1242,GSM2529464,1241,positional,e8f734bd944ee22ebce47bb48f779b81
F1243,GSM2529465,1242,positional,23308df9ea223407412162ef060204a6
F1244,GSM2529466,1243,positional,45824015931c6f06ccb00ec9deeb4f22
F1245,GSM2529467,1244,positional,58ff08db2a5165de44959e24a381dec4
F1246,GSM2529468,1245,positional,91e38a81dac120386026b7d10ef56643
F1247,GSM2529469,1246,positional,2a5c7c3447c777307f739f7294c1cc07
F1248,GSM2529470,1247,positional,b51337fb044dfe356f90300d972c7147
F1249,GSM2529471,1248,positional,9f98ec4be53e1770db53fe818eb62de8
F1250,GSM2529472,1249,positional,3f66882cabf95f100ef2716ff03797bd
F1251,GSM2529473,1250,positional,23cb5bf4cb9418a8bcb42106dde09e2f
F1252,GSM2529474,1251,positional,3dfc8f2e8071c6a751f954bd103a21a6
F1253,GSM2529475,1252,positional,be7667e4e5862693e0d98c9ada7710f2
F1254,GSM2529476,1253,positional,eca88720ef0c62264f02414f2da51d5b
F1255,GSM2529477,1254,positional,059e2bb6b64c3330049f93b17b0c3654
F1256,GSM2529478,1255,positional,87f8c91e2d87ac5307c2b4f0530ac6a9
F1257,GSM2529481,1256,positional,aab8204be75bef7519c8f5eb580cd500
F1258,GSM2529482,1257,positional,b8b95c0424a27025580bc799de4953e0
F1259,GSM2529483,1258,positional,07f5e4e8393302840248056667a1ede3
F1260,GSM2529485,1259,positional,da3e477607c8f561e1fab9307d578f72
F1261,GSM2529486,1260,positional,79f5a5c11819250a22778e0e6eb393b7
F1262,GSM2529487,1261,positional,39bf40f96eed8135fc8ab6de8fecbd3c
F1263,GSM2529489,1262,positional,85b1411c2618b353c9e245c798f710d7
F1264,GSM2529490,1263,positional,aaeac3071a1e84d0bcdfd0995a0bb95f
F1265,GSM2529492,1264,positional,90dfd3b0ecc9d87e1f943a619d5e7baf
F1266,GSM2529493,1265,positional,fae0f638628fc24b9e5652d72bd6009b
