Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,MicroRNAs in cancer,2/310,0.2554975498337364,0.2554975498337364,0,0,2.089525228869491,2.8512458941033207,MIR324;MIR25
